Topic,Subject,Title,"District 19 Estimate","District 19 MOE"
People,"Sex and Age","Total population",698185,"(+/- 6241 )"
People,"Sex and Age",Male,350299,"(+/- 4072 )"
People,"Sex and Age",Female,347886,"(+/- 4281 )"
People,"Sex and Age","Under 5 years",30528,"(+/- 1557 )"
People,"Sex and Age","5 to 9 years",34702,"(+/- 2322 )"
People,"Sex and Age","10 to 14 years",39448,"(+/- 2530 )"
People,"Sex and Age","15 to 19 years",50964,"(+/- 3689 )"
People,"Sex and Age","20 to 24 years",48198,"(+/- 2362 )"
People,"Sex and Age","25 to 34 years",75314,"(+/- 2066 )"
People,"Sex and Age","35 to 44 years",72424,"(+/- 2412 )"
People,"Sex and Age","45 to 54 years",105281,"(+/- 2815 )"
People,"Sex and Age","55 to 59 years",58580,"(+/- 3040 )"
People,"Sex and Age","60 to 64 years",49526,"(+/- 2883 )"
People,"Sex and Age","65 to 74 years",78790,"(+/- 1518 )"
People,"Sex and Age","75 to 84 years",39063,"(+/- 1910 )"
People,"Sex and Age","85 years and over",15367,"(+/- 1565 )"
People,"Sex and Age","Median age (years)",44.6,"(+/- 0.5 )"
People,"Sex and Age","18 years and over",567039,"(+/- 5379 )"
People,"Sex and Age","65 years and over",133220,"(+/- 2188 )"
People,Race,"Total population",698185,"(+/- 6241 )"
People,Race,"One race",680646,"(+/- 7157 )"
People,Race,White,619777,"(+/- 7608 )"
People,Race,"Black or African American",31425,"(+/- 3316 )"
People,Race,"American Indian and Alaska Native",1660,"(+/- 1196 )"
People,Race,Asian,12199,"(+/- 1509 )"
People,Race,"Native Hawaiian and Other Pacific Islander",96,"(+/- 116 )"
People,Race,"Some other race",15489,"(+/- 3687 )"
People,Race,"Two or more races",17539,"(+/- 2847 )"
People,"Hispanic or Latino and Race","Total population",698185,"(+/- 6241 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",56623,"(+/- 3156 )"
People,"Hispanic or Latino and Race",Mexican,10296,"(+/- 2685 )"
People,"Hispanic or Latino and Race","Puerto Rican",25769,"(+/- 3021 )"
People,"Hispanic or Latino and Race",Cuban,1560,"(+/- 603 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",18998,"(+/- 2816 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",641562,"(+/- 5530 )"
People,"Place of Birth","Total population",698185,"(+/- 6241 )"
People,"Place of Birth",Native,651166,"(+/- 6680 )"
People,"Place of Birth","Born in United States",640122,"(+/- 6903 )"
People,"Place of Birth","State of residence",521830,"(+/- 7926 )"
People,"Place of Birth","Different state",118292,"(+/- 5888 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",11044,"(+/- 1866 )"
People,"Place of Birth","Foreign born",47019,"(+/- 3588 )"
People,Ancestry,"Total population",698185,"(+/- 6241 )"
People,Ancestry,American,38307,"(+/- 4326 )"
People,Ancestry,Arab,2538,"(+/- 965 )"
People,Ancestry,Czech,2895,"(+/- 832 )"
People,Ancestry,Danish,3055,"(+/- 982 )"
People,Ancestry,Dutch,33512,"(+/- 4100 )"
People,Ancestry,English,62826,"(+/- 4271 )"
People,Ancestry,"French (except Basque)",24329,"(+/- 2855 )"
People,Ancestry,"French Canadian",7464,"(+/- 1478 )"
People,Ancestry,German,132621,"(+/- 6459 )"
People,Ancestry,Greek,5788,"(+/- 1685 )"
People,Ancestry,Hungarian,5561,"(+/- 1306 )"
People,Ancestry,Irish,138419,"(+/- 6358 )"
People,Ancestry,Italian,112757,"(+/- 5801 )"
People,Ancestry,Lithuanian,2818,"(+/- 810 )"
People,Ancestry,Norwegian,6391,"(+/- 1413 )"
People,Ancestry,Polish,37968,"(+/- 3749 )"
People,Ancestry,Portuguese,1858,"(+/- 806 )"
People,Ancestry,Russian,10449,"(+/- 1579 )"
People,Ancestry,Scotch-Irish,4888,"(+/- 929 )"
People,Ancestry,Scottish,16481,"(+/- 2072 )"
People,Ancestry,Slovak,1327,"(+/- 412 )"
People,Ancestry,"Subsaharan African",2076,"(+/- 825 )"
People,Ancestry,Swedish,7736,"(+/- 1321 )"
People,Ancestry,Swiss,2285,"(+/- 846 )"
People,Ancestry,Ukrainian,5646,"(+/- 1487 )"
People,Ancestry,Welsh,4506,"(+/- 1057 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",6365,"(+/- 1953 )"
People,"Veteran Status","Civilian population 18 years and over",566625,"(+/- 5408 )"
People,"Veteran Status","Civilian veterans",42613,"(+/- 2560 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",681539,"(+/- 6710 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",97107,"(+/- 5346 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",129864,"(+/- 2669 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6697,"(+/- 1175 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",421819,"(+/- 5508 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",49380,"(+/- 4197 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",129856,"(+/- 2124 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",41030,"(+/- 2752 )"
People,"Residence 1 Year Ago","Population 1 year and over",693206,"(+/- 6283 )"
People,"Residence 1 Year Ago","Same house",619273,"(+/- 7266 )"
People,"Residence 1 Year Ago","Different house in the U.S.",71101,"(+/- 6693 )"
People,"Residence 1 Year Ago","Same county",37822,"(+/- 4679 )"
People,"Residence 1 Year Ago","Different county",33279,"(+/- 4212 )"
People,"Residence 1 Year Ago","Same state",22665,"(+/- 2795 )"
People,"Residence 1 Year Ago","Different state",10614,"(+/- 3033 )"
People,"Residence 1 Year Ago",Abroad,2832,"(+/- 944 )"
Workers,"Employment Status","Population 16 years and over",584739,"(+/- 5566 )"
Workers,"Employment Status","In labor force",350529,"(+/- 6694 )"
Workers,"Employment Status","Civilian labor force",350115,"(+/- 6732 )"
Workers,"Employment Status",Employed,328970,"(+/- 6865 )"
Workers,"Employment Status",Unemployed,21145,"(+/- 2606 )"
Workers,"Employment Status","Armed Forces",414,"(+/- 278 )"
Workers,"Employment Status","Not in labor force",234210,"(+/- 5764 )"
Workers,"Employment Status","Civilian labor force",350115,"(+/- 6732 )"
Workers,"Employment Status","Unemployment Rate",6.0,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",322189,"(+/- 6591 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",253876,"(+/- 6454 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23035,"(+/- 2272 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",7773,"(+/- 1288 )"
Workers,"Commuting to Work",Walked,13005,"(+/- 1795 )"
Workers,"Commuting to Work","Other means",4266,"(+/- 971 )"
Workers,"Commuting to Work","Worked at home",20234,"(+/- 2082 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",28.6,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",328970,"(+/- 6865 )"
Workers,Occupation,"Management, business, science, and arts occupations",121973,"(+/- 4177 )"
Workers,Occupation,"Service occupations",66100,"(+/- 3775 )"
Workers,Occupation,"Sales and office occupations",72781,"(+/- 3656 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33782,"(+/- 3077 )"
Workers,Occupation,"Production, transportation, and material moving occupations",34334,"(+/- 2621 )"
Workers,Industry,"Civilian employed population 16 years and over",328970,"(+/- 6865 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",6726,"(+/- 1521 )"
Workers,Industry,Construction,25701,"(+/- 2486 )"
Workers,Industry,Manufacturing,23077,"(+/- 2123 )"
Workers,Industry,"Wholesale trade",7708,"(+/- 1491 )"
Workers,Industry,"Retail trade",38596,"(+/- 3367 )"
Workers,Industry,"Transportation and warehousing, and utilities",14233,"(+/- 1717 )"
Workers,Industry,Information,7078,"(+/- 1200 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16967,"(+/- 1914 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",27240,"(+/- 2336 )"
Workers,Industry,"Educational services, and health care and social assistance",90180,"(+/- 4453 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",33643,"(+/- 3311 )"
Workers,Industry,"Other services, except public administration",15767,"(+/- 1774 )"
Workers,Industry,"Public administration",22054,"(+/- 2326 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",328970,"(+/- 6865 )"
Workers,"Class of Worker","Private wage and salary workers",241009,"(+/- 6407 )"
Workers,"Class of Worker","Government workers",61816,"(+/- 3648 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",25456,"(+/- 2039 )"
Workers,"Class of Worker","Unpaid family workers",689,"(+/- 465 )"
Housing,"Housing Occupancy","Total housing units",361494,"(+/- 2793 )"
Housing,"Housing Occupancy","Occupied housing units",262401,"(+/- 4415 )"
Housing,"Housing Occupancy","Vacant housing units",99093,"(+/- 3575 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.6,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",8.0,"(+/- 1.9 )"
Housing,"Housing Tenure","Occupied housing units",262401,"(+/- 4415 )"
Housing,"Housing Tenure",Owner-occupied,189950,"(+/- 4052 )"
Housing,"Housing Tenure",Renter-occupied,72451,"(+/- 3022 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.59,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.28,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",262401,"(+/- 4415 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",33965,"(+/- 2802 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",53457,"(+/- 2935 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",71992,"(+/- 3313 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",42881,"(+/- 2534 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",27170,"(+/- 2115 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",32936,"(+/- 2039 )"
Housing,Value,"Owner-occupied units",189950,"(+/- 4052 )"
Housing,Value,"Less than $50,000",12224,"(+/- 1512 )"
Housing,Value,"$50,000 to $99,999",21936,"(+/- 1928 )"
Housing,Value,"$100,000 to $149,999",26280,"(+/- 2061 )"
Housing,Value,"$150,000 to $199,999",32830,"(+/- 2529 )"
Housing,Value,"$200,000 to $299,999",52090,"(+/- 2640 )"
Housing,Value,"$300,000 to $499,999",32936,"(+/- 2233 )"
Housing,Value,"$500,000 to $999,999",9657,"(+/- 1206 )"
Housing,Value,"$1,000,000 or more",1997,"(+/- 458 )"
Housing,Value,"Median (dollars)",202900,"(+/- 4277 )"
Housing,"Mortgage Status","Owner-occupied units",189950,"(+/- 4052 )"
Housing,"Mortgage Status","Housing units with a mortgage",109142,"(+/- 3815 )"
Housing,"Mortgage Status","Housing units without a mortgage",80808,"(+/- 2975 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",109142,"(+/- 3815 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1027,"(+/- 379 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",16222,"(+/- 1684 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",29196,"(+/- 2241 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",27033,"(+/- 2093 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",17502,"(+/- 1792 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",9160,"(+/- 1333 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",9002,"(+/- 1203 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1645,"(+/- 39 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",80808,"(+/- 2975 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",4992,"(+/- 856 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",12010,"(+/- 1351 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24375,"(+/- 1741 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",17516,"(+/- 1727 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",10858,"(+/- 1252 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",11057,"(+/- 1212 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",591,"(+/- 17 )"
Housing,"Gross Rent","Occupied units paying rent",66373,"(+/- 3065 )"
Housing,"Gross Rent","Less than $500",6984,"(+/- 1283 )"
Housing,"Gross Rent","$500 to $999",34607,"(+/- 2737 )"
Housing,"Gross Rent","$1,000 to $1,499",18982,"(+/- 1994 )"
Housing,"Gross Rent","$1,500 to $1,999",3696,"(+/- 931 )"
Housing,"Gross Rent","$2,000 to $2,499",1531,"(+/- 465 )"
Housing,"Gross Rent","$2,500 to $2,999",464,"(+/- 299 )"
Housing,"Gross Rent","$3,000 or more",109,"(+/- 130 )"
Housing,"Gross Rent","Median (dollars)",886,"(+/- 24 )"
Housing,"Gross Rent","No rent paid",6078,"(+/- 1097 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",262401,"(+/- 4415 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",14289,"(+/- 1706 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",13365,"(+/- 1652 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",28617,"(+/- 2168 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",25581,"(+/- 1840 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",31000,"(+/- 2317 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",44284,"(+/- 2648 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",33651,"(+/- 2261 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",40639,"(+/- 2910 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",16435,"(+/- 1602 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",14540,"(+/- 1427 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",59619,"(+/- 2021 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",80158,"(+/- 1851 )"
