Topic,Subject,Title,"District 08 Estimate","District 08 MOE"
People,"Sex and Age","Total population",771711,"(+/- 19644 )"
People,"Sex and Age",Male,357216,"(+/- 10268 )"
People,"Sex and Age",Female,414495,"(+/- 12344 )"
People,"Sex and Age","Under 5 years",48024,"(+/- 3619 )"
People,"Sex and Age","5 to 9 years",44545,"(+/- 3128 )"
People,"Sex and Age","10 to 14 years",39451,"(+/- 3409 )"
People,"Sex and Age","15 to 19 years",44960,"(+/- 3392 )"
People,"Sex and Age","20 to 24 years",56026,"(+/- 3920 )"
People,"Sex and Age","25 to 34 years",138370,"(+/- 6021 )"
People,"Sex and Age","35 to 44 years",98986,"(+/- 5156 )"
People,"Sex and Age","45 to 54 years",99787,"(+/- 4522 )"
People,"Sex and Age","55 to 59 years",48682,"(+/- 3238 )"
People,"Sex and Age","60 to 64 years",45042,"(+/- 2882 )"
People,"Sex and Age","65 to 74 years",57311,"(+/- 2906 )"
People,"Sex and Age","75 to 84 years",34768,"(+/- 2971 )"
People,"Sex and Age","85 years and over",15759,"(+/- 1864 )"
People,"Sex and Age","Median age (years)",36.2,"(+/- 0.7 )"
People,"Sex and Age","18 years and over",612288,"(+/- 14642 )"
People,"Sex and Age","65 years and over",107838,"(+/- 4483 )"
People,Race,"Total population",771711,"(+/- 19644 )"
People,Race,"One race",746506,"(+/- 19218 )"
People,Race,White,229400,"(+/- 11412 )"
People,Race,"Black or African American",412351,"(+/- 13017 )"
People,Race,"American Indian and Alaska Native",2147,"(+/- 1051 )"
People,Race,Asian,45385,"(+/- 5146 )"
People,Race,"Native Hawaiian and Other Pacific Islander",676,"(+/- 617 )"
People,Race,"Some other race",56547,"(+/- 6963 )"
People,Race,"Two or more races",25205,"(+/- 4024 )"
People,"Hispanic or Latino and Race","Total population",771711,"(+/- 19644 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",131155,"(+/- 10863 )"
People,"Hispanic or Latino and Race",Mexican,13510,"(+/- 3442 )"
People,"Hispanic or Latino and Race","Puerto Rican",50093,"(+/- 6026 )"
People,"Hispanic or Latino and Race",Cuban,2244,"(+/- 953 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",65308,"(+/- 6998 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",640556,"(+/- 16017 )"
People,"Place of Birth","Total population",771711,"(+/- 19644 )"
People,"Place of Birth",Native,515679,"(+/- 16967 )"
People,"Place of Birth","Born in United States",493490,"(+/- 15915 )"
People,"Place of Birth","State of residence",402229,"(+/- 14563 )"
People,"Place of Birth","Different state",91261,"(+/- 5172 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",22189,"(+/- 2772 )"
People,"Place of Birth","Foreign born",256032,"(+/- 10652 )"
People,Ancestry,"Total population",771711,"(+/- 19644 )"
People,Ancestry,American,47974,"(+/- 5964 )"
People,Ancestry,Arab,6467,"(+/- 3262 )"
People,Ancestry,Czech,554,"(+/- 389 )"
People,Ancestry,Danish,337,"(+/- 252 )"
People,Ancestry,Dutch,2166,"(+/- 1307 )"
People,Ancestry,English,6512,"(+/- 1165 )"
People,Ancestry,"French (except Basque)",4821,"(+/- 1230 )"
People,Ancestry,"French Canadian",909,"(+/- 500 )"
People,Ancestry,German,13459,"(+/- 2388 )"
People,Ancestry,Greek,2447,"(+/- 771 )"
People,Ancestry,Hungarian,2607,"(+/- 1352 )"
People,Ancestry,Irish,20733,"(+/- 2770 )"
People,Ancestry,Italian,36655,"(+/- 5291 )"
People,Ancestry,Lithuanian,890,"(+/- 524 )"
People,Ancestry,Norwegian,1372,"(+/- 580 )"
People,Ancestry,Polish,8710,"(+/- 1672 )"
People,Ancestry,Portuguese,761,"(+/- 462 )"
People,Ancestry,Russian,20292,"(+/- 2770 )"
People,Ancestry,Scotch-Irish,1271,"(+/- 597 )"
People,Ancestry,Scottish,2993,"(+/- 1181 )"
People,Ancestry,Slovak,601,"(+/- 512 )"
People,Ancestry,"Subsaharan African",27092,"(+/- 5079 )"
People,Ancestry,Swedish,1980,"(+/- 709 )"
People,Ancestry,Swiss,382,"(+/- 252 )"
People,Ancestry,Ukrainian,13350,"(+/- 2859 )"
People,Ancestry,Welsh,1140,"(+/- 570 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",126119,"(+/- 8657 )"
People,"Veteran Status","Civilian population 18 years and over",612079,"(+/- 14609 )"
People,"Veteran Status","Civilian veterans",14798,"(+/- 1724 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",767411,"(+/- 19570 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",96389,"(+/- 5018 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",159383,"(+/- 7987 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5458,"(+/- 1092 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",503390,"(+/- 13218 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",46280,"(+/- 3381 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",104638,"(+/- 4219 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",44651,"(+/- 3069 )"
People,"Residence 1 Year Ago","Population 1 year and over",762810,"(+/- 19439 )"
People,"Residence 1 Year Ago","Same house",690431,"(+/- 17983 )"
People,"Residence 1 Year Ago","Different house in the U.S.",67410,"(+/- 6934 )"
People,"Residence 1 Year Ago","Same county",43940,"(+/- 5475 )"
People,"Residence 1 Year Ago","Different county",23470,"(+/- 3889 )"
People,"Residence 1 Year Ago","Same state",15072,"(+/- 2886 )"
People,"Residence 1 Year Ago","Different state",8398,"(+/- 2031 )"
People,"Residence 1 Year Ago",Abroad,4969,"(+/- 1432 )"
Workers,"Employment Status","Population 16 years and over",631375,"(+/- 15424 )"
Workers,"Employment Status","In labor force",388961,"(+/- 10975 )"
Workers,"Employment Status","Civilian labor force",388752,"(+/- 10918 )"
Workers,"Employment Status",Employed,355320,"(+/- 10464 )"
Workers,"Employment Status",Unemployed,33432,"(+/- 3247 )"
Workers,"Employment Status","Armed Forces",209,"(+/- 272 )"
Workers,"Employment Status","Not in labor force",242414,"(+/- 8455 )"
Workers,"Employment Status","Civilian labor force",388752,"(+/- 10918 )"
Workers,"Employment Status","Unemployment Rate",8.6,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",346393,"(+/- 10362 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",82542,"(+/- 4804 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",14102,"(+/- 2676 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",209938,"(+/- 7563 )"
Workers,"Commuting to Work",Walked,18244,"(+/- 2181 )"
Workers,"Commuting to Work","Other means",8504,"(+/- 1629 )"
Workers,"Commuting to Work","Worked at home",13063,"(+/- 2202 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",45.4,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",355320,"(+/- 10464 )"
Workers,Occupation,"Management, business, science, and arts occupations",139737,"(+/- 6090 )"
Workers,Occupation,"Service occupations",83915,"(+/- 4610 )"
Workers,Occupation,"Sales and office occupations",78904,"(+/- 4775 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",22467,"(+/- 2942 )"
Workers,Occupation,"Production, transportation, and material moving occupations",30297,"(+/- 2439 )"
Workers,Industry,"Civilian employed population 16 years and over",355320,"(+/- 10464 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",555,"(+/- 313 )"
Workers,Industry,Construction,17843,"(+/- 2849 )"
Workers,Industry,Manufacturing,10906,"(+/- 1715 )"
Workers,Industry,"Wholesale trade",6286,"(+/- 1208 )"
Workers,Industry,"Retail trade",34399,"(+/- 3170 )"
Workers,Industry,"Transportation and warehousing, and utilities",24451,"(+/- 2415 )"
Workers,Industry,Information,14712,"(+/- 2069 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",23594,"(+/- 2257 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",43717,"(+/- 4162 )"
Workers,Industry,"Educational services, and health care and social assistance",106114,"(+/- 5482 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",35699,"(+/- 2879 )"
Workers,Industry,"Other services, except public administration",17499,"(+/- 2154 )"
Workers,Industry,"Public administration",19545,"(+/- 2338 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",355320,"(+/- 10464 )"
Workers,"Class of Worker","Private wage and salary workers",270853,"(+/- 9584 )"
Workers,"Class of Worker","Government workers",63485,"(+/- 3961 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",20525,"(+/- 2243 )"
Workers,"Class of Worker","Unpaid family workers",457,"(+/- 348 )"
Housing,"Housing Occupancy","Total housing units",313461,"(+/- 6018 )"
Housing,"Housing Occupancy","Occupied housing units",284949,"(+/- 5900 )"
Housing,"Housing Occupancy","Vacant housing units",28512,"(+/- 2479 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.1,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.3,"(+/- 0.6 )"
Housing,"Housing Tenure","Occupied housing units",284949,"(+/- 5900 )"
Housing,"Housing Tenure",Owner-occupied,97844,"(+/- 3802 )"
Housing,"Housing Tenure",Renter-occupied,187105,"(+/- 5236 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.06,"(+/- 0.09 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.42,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",284949,"(+/- 5900 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",37756,"(+/- 2889 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",76742,"(+/- 3724 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",82994,"(+/- 4259 )"
