Topic,Subject,Title,"District 16 Estimate","District 16 MOE"
People,"Sex and Age","Total population",736806,"(+/- 13874 )"
People,"Sex and Age",Male,343016,"(+/- 8098 )"
People,"Sex and Age",Female,393790,"(+/- 9069 )"
People,"Sex and Age","Under 5 years",45186,"(+/- 3753 )"
People,"Sex and Age","5 to 9 years",44059,"(+/- 3323 )"
People,"Sex and Age","10 to 14 years",43875,"(+/- 3336 )"
People,"Sex and Age","15 to 19 years",47149,"(+/- 3101 )"
People,"Sex and Age","20 to 24 years",50226,"(+/- 2965 )"
People,"Sex and Age","25 to 34 years",88584,"(+/- 4703 )"
People,"Sex and Age","35 to 44 years",95695,"(+/- 4282 )"
People,"Sex and Age","45 to 54 years",104640,"(+/- 3887 )"
People,"Sex and Age","55 to 59 years",48644,"(+/- 3834 )"
People,"Sex and Age","60 to 64 years",42652,"(+/- 2938 )"
People,"Sex and Age","65 to 74 years",65533,"(+/- 3274 )"
People,"Sex and Age","75 to 84 years",41332,"(+/- 2935 )"
People,"Sex and Age","85 years and over",19231,"(+/- 2143 )"
People,"Sex and Age","Median age (years)",40.0,"(+/- 0.7 )"
People,"Sex and Age","18 years and over",576078,"(+/- 10669 )"
People,"Sex and Age","65 years and over",126096,"(+/- 4653 )"
People,Race,"Total population",736806,"(+/- 13874 )"
People,Race,"One race",710317,"(+/- 14717 )"
People,Race,White,342847,"(+/- 11963 )"
People,Race,"Black or African American",251405,"(+/- 12384 )"
People,Race,"American Indian and Alaska Native",2644,"(+/- 1364 )"
People,Race,Asian,44671,"(+/- 4845 )"
People,Race,"Native Hawaiian and Other Pacific Islander",140,"(+/- 135 )"
People,Race,"Some other race",68610,"(+/- 6736 )"
People,Race,"Two or more races",26489,"(+/- 4560 )"
People,"Hispanic or Latino and Race","Total population",736806,"(+/- 13874 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",175713,"(+/- 9165 )"
People,"Hispanic or Latino and Race",Mexican,29225,"(+/- 5433 )"
People,"Hispanic or Latino and Race","Puerto Rican",56665,"(+/- 7236 )"
People,"Hispanic or Latino and Race",Cuban,3534,"(+/- 1398 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",86289,"(+/- 7079 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",561093,"(+/- 12529 )"
People,"Place of Birth","Total population",736806,"(+/- 13874 )"
People,"Place of Birth",Native,513969,"(+/- 15418 )"
People,"Place of Birth","Born in United States",486645,"(+/- 14938 )"
People,"Place of Birth","State of residence",406194,"(+/- 14482 )"
People,"Place of Birth","Different state",80451,"(+/- 4644 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",27324,"(+/- 3661 )"
People,"Place of Birth","Foreign born",222837,"(+/- 9839 )"
People,Ancestry,"Total population",736806,"(+/- 13874 )"
People,Ancestry,American,34708,"(+/- 4518 )"
People,Ancestry,Arab,5674,"(+/- 2032 )"
People,Ancestry,Czech,570,"(+/- 331 )"
People,Ancestry,Danish,778,"(+/- 524 )"
People,Ancestry,Dutch,2436,"(+/- 759 )"
People,Ancestry,English,15733,"(+/- 2293 )"
People,Ancestry,"French (except Basque)",6558,"(+/- 1662 )"
People,Ancestry,"French Canadian",1333,"(+/- 696 )"
People,Ancestry,German,29779,"(+/- 3292 )"
People,Ancestry,Greek,4813,"(+/- 1300 )"
People,Ancestry,Hungarian,3261,"(+/- 1098 )"
People,Ancestry,Irish,57491,"(+/- 4310 )"
People,Ancestry,Italian,76286,"(+/- 6351 )"
People,Ancestry,Lithuanian,1132,"(+/- 578 )"
People,Ancestry,Norwegian,1056,"(+/- 460 )"
People,Ancestry,Polish,16375,"(+/- 2510 )"
People,Ancestry,Portuguese,5435,"(+/- 2180 )"
People,Ancestry,Russian,13293,"(+/- 1952 )"
People,Ancestry,Scotch-Irish,1267,"(+/- 489 )"
People,Ancestry,Scottish,4001,"(+/- 1086 )"
People,Ancestry,Slovak,990,"(+/- 544 )"
People,Ancestry,"Subsaharan African",20209,"(+/- 4807 )"
People,Ancestry,Swedish,1393,"(+/- 525 )"
People,Ancestry,Swiss,562,"(+/- 383 )"
People,Ancestry,Ukrainian,2748,"(+/- 1058 )"
People,Ancestry,Welsh,745,"(+/- 338 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",103348,"(+/- 10040 )"
People,"Veteran Status","Civilian population 18 years and over",576078,"(+/- 10669 )"
People,"Veteran Status","Civilian veterans",19087,"(+/- 1765 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",728089,"(+/- 13776 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",86363,"(+/- 5447 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",160310,"(+/- 7199 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6071,"(+/- 1268 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",448178,"(+/- 10503 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",39896,"(+/- 4463 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",119601,"(+/- 4591 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",40396,"(+/- 3392 )"
People,"Residence 1 Year Ago","Population 1 year and over",727179,"(+/- 13384 )"
People,"Residence 1 Year Ago","Same house",656538,"(+/- 14945 )"
People,"Residence 1 Year Ago","Different house in the U.S.",63375,"(+/- 7974 )"
People,"Residence 1 Year Ago","Same county",37849,"(+/- 7089 )"
People,"Residence 1 Year Ago","Different county",25526,"(+/- 3239 )"
People,"Residence 1 Year Ago","Same state",17834,"(+/- 2765 )"
People,"Residence 1 Year Ago","Different state",7692,"(+/- 1918 )"
People,"Residence 1 Year Ago",Abroad,7266,"(+/- 1344 )"
Workers,"Employment Status","Population 16 years and over",593404,"(+/- 10875 )"
Workers,"Employment Status","In labor force",374624,"(+/- 10105 )"
Workers,"Employment Status","Civilian labor force",374624,"(+/- 10105 )"
Workers,"Employment Status",Employed,346935,"(+/- 9907 )"
Workers,"Employment Status",Unemployed,27689,"(+/- 3089 )"
Workers,"Employment Status","Armed Forces",0,"(+/- 192 )"
Workers,"Employment Status","Not in labor force",218780,"(+/- 7444 )"
Workers,"Employment Status","Civilian labor force",374624,"(+/- 10105 )"
Workers,"Employment Status","Unemployment Rate",7.4,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",337700,"(+/- 10115 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",161816,"(+/- 6267 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",21027,"(+/- 2777 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",119797,"(+/- 6624 )"
Workers,"Commuting to Work",Walked,14378,"(+/- 2205 )"
Workers,"Commuting to Work","Other means",5736,"(+/- 1123 )"
Workers,"Commuting to Work","Worked at home",14946,"(+/- 2321 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",38.9,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",346935,"(+/- 9907 )"
Workers,Occupation,"Management, business, science, and arts occupations",147354,"(+/- 6363 )"
Workers,Occupation,"Service occupations",72802,"(+/- 5725 )"
Workers,Occupation,"Sales and office occupations",80221,"(+/- 6094 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",23116,"(+/- 2611 )"
Workers,Occupation,"Production, transportation, and material moving occupations",23442,"(+/- 3024 )"
Workers,Industry,"Civilian employed population 16 years and over",346935,"(+/- 9907 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",297,"(+/- 214 )"
