Topic,Subject,Title,"District 26 Estimate","District 26 MOE"
People,"Sex and Age","Total population",709220,"(+/- 4462 )"
People,"Sex and Age",Male,337037,"(+/- 3911 )"
People,"Sex and Age",Female,372183,"(+/- 3796 )"
People,"Sex and Age","Under 5 years",41046,"(+/- 2187 )"
People,"Sex and Age","5 to 9 years",37821,"(+/- 2689 )"
People,"Sex and Age","10 to 14 years",40075,"(+/- 2709 )"
People,"Sex and Age","15 to 19 years",45829,"(+/- 2049 )"
People,"Sex and Age","20 to 24 years",54818,"(+/- 2253 )"
People,"Sex and Age","25 to 34 years",104702,"(+/- 3183 )"
People,"Sex and Age","35 to 44 years",77294,"(+/- 2936 )"
People,"Sex and Age","45 to 54 years",89599,"(+/- 2961 )"
People,"Sex and Age","55 to 59 years",50642,"(+/- 2781 )"
People,"Sex and Age","60 to 64 years",49446,"(+/- 2776 )"
People,"Sex and Age","65 to 74 years",64778,"(+/- 2316 )"
People,"Sex and Age","75 to 84 years",34186,"(+/- 2502 )"
People,"Sex and Age","85 years and over",18984,"(+/- 1493 )"
People,"Sex and Age","Median age (years)",38.4,"(+/- 0.7 )"
People,"Sex and Age","18 years and over",564448,"(+/- 4465 )"
People,"Sex and Age","65 years and over",117948,"(+/- 3721 )"
People,Race,"Total population",709220,"(+/- 4462 )"
People,Race,"One race",688570,"(+/- 5478 )"
People,Race,White,508727,"(+/- 5530 )"
People,Race,"Black or African American",125935,"(+/- 3226 )"
People,Race,"American Indian and Alaska Native",3434,"(+/- 857 )"
People,Race,Asian,32037,"(+/- 1986 )"
People,Race,"Native Hawaiian and Other Pacific Islander",435,"(+/- 207 )"
People,Race,"Some other race",18002,"(+/- 3308 )"
People,Race,"Two or more races",20650,"(+/- 3374 )"
People,"Hispanic or Latino and Race","Total population",709220,"(+/- 4462 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",43621,"(+/- 2392 )"
People,"Hispanic or Latino and Race",Mexican,3353,"(+/- 1319 )"
People,"Hispanic or Latino and Race","Puerto Rican",33120,"(+/- 2815 )"
People,"Hispanic or Latino and Race",Cuban,1348,"(+/- 724 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",5800,"(+/- 1560 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",665599,"(+/- 4917 )"
People,"Place of Birth","Total population",709220,"(+/- 4462 )"
