Topic,Subject,Title,"District 12 Estimate","District 12 MOE"
People,"Sex and Age","Total population",715471,"(+/- 19247 )"
People,"Sex and Age",Male,333207,"(+/- 11741 )"
People,"Sex and Age",Female,382264,"(+/- 11637 )"
People,"Sex and Age","Under 5 years",32741,"(+/- 3485 )"
People,"Sex and Age","5 to 9 years",23318,"(+/- 3408 )"
People,"Sex and Age","10 to 14 years",18414,"(+/- 2645 )"
People,"Sex and Age","15 to 19 years",25748,"(+/- 3271 )"
People,"Sex and Age","20 to 24 years",46485,"(+/- 4732 )"
People,"Sex and Age","25 to 34 years",200820,"(+/- 8263 )"
People,"Sex and Age","35 to 44 years",105830,"(+/- 6370 )"
People,"Sex and Age","45 to 54 years",86502,"(+/- 5742 )"
People,"Sex and Age","55 to 59 years",33362,"(+/- 3670 )"
People,"Sex and Age","60 to 64 years",38048,"(+/- 3811 )"
People,"Sex and Age","65 to 74 years",57422,"(+/- 3435 )"
People,"Sex and Age","75 to 84 years",28925,"(+/- 2864 )"
People,"Sex and Age","85 years and over",17856,"(+/- 2926 )"
People,"Sex and Age","Median age (years)",35.7,"(+/- 0.5 )"
People,"Sex and Age","18 years and over",629469,"(+/- 15499 )"
People,"Sex and Age","65 years and over",104203,"(+/- 5339 )"
People,Race,"Total population",715471,"(+/- 19247 )"
People,Race,"One race",694694,"(+/- 18379 )"
People,Race,White,525079,"(+/- 16280 )"
People,Race,"Black or African American",33880,"(+/- 4511 )"
People,Race,"American Indian and Alaska Native",2228,"(+/- 1315 )"
People,Race,Asian,100733,"(+/- 8836 )"
People,Race,"Native Hawaiian and Other Pacific Islander",234,"(+/- 288 )"
People,Race,"Some other race",32540,"(+/- 6725 )"
People,Race,"Two or more races",20777,"(+/- 3543 )"
People,"Hispanic or Latino and Race","Total population",715471,"(+/- 19247 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",100453,"(+/- 10930 )"
People,"Hispanic or Latino and Race",Mexican,14641,"(+/- 4134 )"
People,"Hispanic or Latino and Race","Puerto Rican",29773,"(+/- 4609 )"
People,"Hispanic or Latino and Race",Cuban,3432,"(+/- 1226 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",52607,"(+/- 9407 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",615018,"(+/- 16250 )"
People,"Place of Birth","Total population",715471,"(+/- 19247 )"
People,"Place of Birth",Native,528115,"(+/- 15340 )"
People,"Place of Birth","Born in United States",506582,"(+/- 15145 )"
People,"Place of Birth","State of residence",296994,"(+/- 12572 )"
People,"Place of Birth","Different state",209588,"(+/- 9404 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",21533,"(+/- 3732 )"
People,"Place of Birth","Foreign born",187356,"(+/- 12373 )"
People,Ancestry,"Total population",715471,"(+/- 19247 )"
People,Ancestry,American,67532,"(+/- 10117 )"
People,Ancestry,Arab,12145,"(+/- 2840 )"
People,Ancestry,Czech,2907,"(+/- 1122 )"
People,Ancestry,Danish,1593,"(+/- 770 )"
People,Ancestry,Dutch,4806,"(+/- 1219 )"
People,Ancestry,English,33491,"(+/- 3867 )"
People,Ancestry,"French (except Basque)",16574,"(+/- 3579 )"
People,Ancestry,"French Canadian",3401,"(+/- 1288 )"
People,Ancestry,German,56332,"(+/- 5221 )"
People,Ancestry,Greek,8815,"(+/- 2020 )"
People,Ancestry,Hungarian,6237,"(+/- 1461 )"
People,Ancestry,Irish,60492,"(+/- 6100 )"
People,Ancestry,Italian,62281,"(+/- 5723 )"
People,Ancestry,Lithuanian,2732,"(+/- 1129 )"
People,Ancestry,Norwegian,3632,"(+/- 1151 )"
People,Ancestry,Polish,37903,"(+/- 4169 )"
