Topic,Subject,Title,"District 02 Estimate","District 02 MOE"
People,"Sex and Age","Total population",714040,"(+/- 8215 )"
People,"Sex and Age",Male,353634,"(+/- 5755 )"
People,"Sex and Age",Female,360406,"(+/- 6364 )"
People,"Sex and Age","Under 5 years",42888,"(+/- 3014 )"
People,"Sex and Age","5 to 9 years",43085,"(+/- 3972 )"
People,"Sex and Age","10 to 14 years",44799,"(+/- 3754 )"
People,"Sex and Age","15 to 19 years",41636,"(+/- 3016 )"
People,"Sex and Age","20 to 24 years",49070,"(+/- 3055 )"
People,"Sex and Age","25 to 34 years",91703,"(+/- 4518 )"
People,"Sex and Age","35 to 44 years",84749,"(+/- 4090 )"
People,"Sex and Age","45 to 54 years",114771,"(+/- 4390 )"
People,"Sex and Age","55 to 59 years",52865,"(+/- 3224 )"
People,"Sex and Age","60 to 64 years",48025,"(+/- 3450 )"
People,"Sex and Age","65 to 74 years",56941,"(+/- 3414 )"
People,"Sex and Age","75 to 84 years",29812,"(+/- 2374 )"
People,"Sex and Age","85 years and over",13696,"(+/- 1529 )"
People,"Sex and Age","Median age (years)",40.3,"(+/- 0.7 )"
People,"Sex and Age","18 years and over",557995,"(+/- 8585 )"
People,"Sex and Age","65 years and over",100449,"(+/- 4327 )"
People,Race,"Total population",714040,"(+/- 8215 )"
People,Race,"One race",698400,"(+/- 8734 )"
People,Race,White,528448,"(+/- 14732 )"
People,Race,"Black or African American",69655,"(+/- 6995 )"
People,Race,"American Indian and Alaska Native",3436,"(+/- 1455 )"
People,Race,Asian,24086,"(+/- 3627 )"
People,Race,"Native Hawaiian and Other Pacific Islander",403,"(+/- 349 )"
People,Race,"Some other race",72372,"(+/- 10375 )"
People,Race,"Two or more races",15640,"(+/- 2851 )"
People,"Hispanic or Latino and Race","Total population",714040,"(+/- 8215 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",174043,"(+/- 9556 )"
People,"Hispanic or Latino and Race",Mexican,7520,"(+/- 2723 )"
People,"Hispanic or Latino and Race","Puerto Rican",31046,"(+/- 4926 )"
People,"Hispanic or Latino and Race",Cuban,4402,"(+/- 3305 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",131075,"(+/- 9384 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",539997,"(+/- 10669 )"
People,"Place of Birth","Total population",714040,"(+/- 8215 )"
People,"Place of Birth",Native,582717,"(+/- 10460 )"
People,"Place of Birth","Born in United States",572715,"(+/- 10328 )"
People,"Place of Birth","State of residence",536416,"(+/- 10024 )"
People,"Place of Birth","Different state",36299,"(+/- 3142 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",10002,"(+/- 1601 )"
People,"Place of Birth","Foreign born",131323,"(+/- 7460 )"
People,Ancestry,"Total population",714040,"(+/- 8215 )"
People,Ancestry,American,25353,"(+/- 3231 )"
People,Ancestry,Arab,1559,"(+/- 855 )"
People,Ancestry,Czech,2053,"(+/- 805 )"
People,Ancestry,Danish,1341,"(+/- 572 )"
People,Ancestry,Dutch,5042,"(+/- 1579 )"
People,Ancestry,English,22450,"(+/- 2778 )"
People,Ancestry,"French (except Basque)",9262,"(+/- 2208 )"
People,Ancestry,"French Canadian",2443,"(+/- 1007 )"
People,Ancestry,German,86519,"(+/- 5775 )"
People,Ancestry,Greek,8073,"(+/- 2578 )"
People,Ancestry,Hungarian,3430,"(+/- 1083 )"
People,Ancestry,Irish,127614,"(+/- 8837 )"
People,Ancestry,Italian,178548,"(+/- 8355 )"
People,Ancestry,Lithuanian,2608,"(+/- 1025 )"
People,Ancestry,Norwegian,3379,"(+/- 913 )"
People,Ancestry,Polish,32290,"(+/- 4174 )"
People,Ancestry,Portuguese,2531,"(+/- 1075 )"
People,Ancestry,Russian,10928,"(+/- 1908 )"
People,Ancestry,Scotch-Irish,2245,"(+/- 914 )"
People,Ancestry,Scottish,5501,"(+/- 1561 )"
People,Ancestry,Slovak,838,"(+/- 529 )"
People,Ancestry,"Subsaharan African",4527,"(+/- 1893 )"
People,Ancestry,Swedish,3353,"(+/- 977 )"
People,Ancestry,Swiss,1114,"(+/- 862 )"
People,Ancestry,Ukrainian,2664,"(+/- 835 )"
People,Ancestry,Welsh,1364,"(+/- 582 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",24423,"(+/- 5718 )"
People,"Veteran Status","Civilian population 18 years and over",557678,"(+/- 8648 )"
People,"Veteran Status","Civilian veterans",30238,"(+/- 2095 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",710420,"(+/- 8399 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",68202,"(+/- 4310 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",155784,"(+/- 6198 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4494,"(+/- 1011 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",456492,"(+/- 7781 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",34420,"(+/- 3248 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",98144,"(+/- 4333 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",29288,"(+/- 2398 )"
People,"Residence 1 Year Ago","Population 1 year and over",706779,"(+/- 8285 )"
People,"Residence 1 Year Ago","Same house",663586,"(+/- 10487 )"
People,"Residence 1 Year Ago","Different house in the U.S.",40783,"(+/- 6076 )"
People,"Residence 1 Year Ago","Same county",26109,"(+/- 5140 )"
People,"Residence 1 Year Ago","Different county",14674,"(+/- 2974 )"
People,"Residence 1 Year Ago","Same state",10699,"(+/- 2597 )"
People,"Residence 1 Year Ago","Different state",3975,"(+/- 1761 )"
People,"Residence 1 Year Ago",Abroad,2410,"(+/- 1411 )"
Workers,"Employment Status","Population 16 years and over",574310,"(+/- 8577 )"
Workers,"Employment Status","In labor force",390744,"(+/- 7660 )"
Workers,"Employment Status","Civilian labor force",390427,"(+/- 7720 )"
Workers,"Employment Status",Employed,370978,"(+/- 7241 )"
Workers,"Employment Status",Unemployed,19449,"(+/- 2781 )"
Workers,"Employment Status","Armed Forces",317,"(+/- 293 )"
Workers,"Employment Status","Not in labor force",183566,"(+/- 6384 )"
Workers,"Employment Status","Civilian labor force",390427,"(+/- 7720 )"
Workers,"Employment Status","Unemployment Rate",5.0,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",362585,"(+/- 7134 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",279337,"(+/- 7743 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",33626,"(+/- 3695 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",30201,"(+/- 3116 )"
Workers,"Commuting to Work",Walked,5056,"(+/- 1507 )"
Workers,"Commuting to Work","Other means",4732,"(+/- 1570 )"
Workers,"Commuting to Work","Worked at home",9633,"(+/- 1812 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",31.3,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",370978,"(+/- 7241 )"
Workers,Occupation,"Management, business, science, and arts occupations",131255,"(+/- 6064 )"
Workers,Occupation,"Service occupations",71111,"(+/- 4931 )"
Workers,Occupation,"Sales and office occupations",94773,"(+/- 4867 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",30715,"(+/- 3003 )"
