Topic,Subject,Title,"District 17 Estimate","District 17 MOE"
People,"Sex and Age","Total population",744406,"(+/- 5999 )"
People,"Sex and Age",Male,365271,"(+/- 5689 )"
People,"Sex and Age",Female,379135,"(+/- 4252 )"
People,"Sex and Age","Under 5 years",46837,"(+/- 2549 )"
People,"Sex and Age","5 to 9 years",52558,"(+/- 2684 )"
People,"Sex and Age","10 to 14 years",52484,"(+/- 2952 )"
People,"Sex and Age","15 to 19 years",52505,"(+/- 2010 )"
People,"Sex and Age","20 to 24 years",47863,"(+/- 2121 )"
People,"Sex and Age","25 to 34 years",84143,"(+/- 3005 )"
People,"Sex and Age","35 to 44 years",90962,"(+/- 3016 )"
People,"Sex and Age","45 to 54 years",106425,"(+/- 3297 )"
People,"Sex and Age","55 to 59 years",52430,"(+/- 2699 )"
People,"Sex and Age","60 to 64 years",44086,"(+/- 3151 )"
People,"Sex and Age","65 to 74 years",63210,"(+/- 2403 )"
People,"Sex and Age","75 to 84 years",32790,"(+/- 2060 )"
People,"Sex and Age","85 years and over",18113,"(+/- 1989 )"
People,"Sex and Age","Median age (years)",39.1,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",560460,"(+/- 5477 )"
People,"Sex and Age","65 years and over",114113,"(+/- 3445 )"
People,Race,"Total population",744406,"(+/- 5999 )"
People,Race,"One race",726358,"(+/- 7090 )"
People,Race,White,510069,"(+/- 10009 )"
People,Race,"Black or African American",79765,"(+/- 5459 )"
People,Race,"American Indian and Alaska Native",1831,"(+/- 697 )"
People,Race,Asian,42092,"(+/- 3288 )"
People,Race,"Native Hawaiian and Other Pacific Islander",101,"(+/- 102 )"
People,Race,"Some other race",92500,"(+/- 8404 )"
People,Race,"Two or more races",18048,"(+/- 3272 )"
People,"Hispanic or Latino and Race","Total population",744406,"(+/- 5999 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",166650,"(+/- 7186 )"
People,"Hispanic or Latino and Race",Mexican,19808,"(+/- 3915 )"
People,"Hispanic or Latino and Race","Puerto Rican",27866,"(+/- 3584 )"
People,"Hispanic or Latino and Race",Cuban,3177,"(+/- 1209 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",115799,"(+/- 7173 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",577756,"(+/- 7386 )"
People,"Place of Birth","Total population",744406,"(+/- 5999 )"
People,"Place of Birth",Native,565239,"(+/- 8933 )"
People,"Place of Birth","Born in United States",546391,"(+/- 8668 )"
People,"Place of Birth","State of residence",452279,"(+/- 9656 )"
People,"Place of Birth","Different state",94112,"(+/- 5911 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",18848,"(+/- 2710 )"
People,"Place of Birth","Foreign born",179167,"(+/- 7582 )"
People,Ancestry,"Total population",744406,"(+/- 5999 )"
People,Ancestry,American,53859,"(+/- 6479 )"
People,Ancestry,Arab,4541,"(+/- 1675 )"
People,Ancestry,Czech,3072,"(+/- 1061 )"
People,Ancestry,Danish,1225,"(+/- 547 )"
People,Ancestry,Dutch,5663,"(+/- 1320 )"
People,Ancestry,English,24844,"(+/- 3029 )"
People,Ancestry,"French (except Basque)",7196,"(+/- 2487 )"
People,Ancestry,"French Canadian",3196,"(+/- 1186 )"
People,Ancestry,German,49017,"(+/- 3408 )"
People,Ancestry,Greek,5199,"(+/- 2164 )"
People,Ancestry,Hungarian,16373,"(+/- 3102 )"
People,Ancestry,Irish,102444,"(+/- 6268 )"
People,Ancestry,Italian,113963,"(+/- 7381 )"
People,Ancestry,Lithuanian,1532,"(+/- 722 )"
People,Ancestry,Norwegian,2985,"(+/- 1030 )"
People,Ancestry,Polish,27648,"(+/- 3551 )"
People,Ancestry,Portuguese,4326,"(+/- 1568 )"
People,Ancestry,Russian,20798,"(+/- 2419 )"
People,Ancestry,Scotch-Irish,2470,"(+/- 827 )"
People,Ancestry,Scottish,5425,"(+/- 1348 )"
People,Ancestry,Slovak,1427,"(+/- 588 )"
People,Ancestry,"Subsaharan African",6231,"(+/- 2195 )"
People,Ancestry,Swedish,3000,"(+/- 982 )"
People,Ancestry,Swiss,1313,"(+/- 513 )"
People,Ancestry,Ukrainian,5665,"(+/- 1806 )"
People,Ancestry,Welsh,1693,"(+/- 854 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",27988,"(+/- 4238 )"
People,"Veteran Status","Civilian population 18 years and over",560437,"(+/- 5469 )"
People,"Veteran Status","Civilian veterans",19869,"(+/- 1727 )"
