Topic,Subject,Title,"District 23 Estimate","District 23 MOE"
People,"Sex and Age","Total population",703717,"(+/- 3717 )"
People,"Sex and Age",Male,349545,"(+/- 2736 )"
People,"Sex and Age",Female,354172,"(+/- 2808 )"
People,"Sex and Age","Under 5 years",37101,"(+/- 1096 )"
People,"Sex and Age","5 to 9 years",38340,"(+/- 2044 )"
People,"Sex and Age","10 to 14 years",41366,"(+/- 1983 )"
People,"Sex and Age","15 to 19 years",55427,"(+/- 2085 )"
People,"Sex and Age","20 to 24 years",58344,"(+/- 1984 )"
People,"Sex and Age","25 to 34 years",82860,"(+/- 1893 )"
People,"Sex and Age","35 to 44 years",73426,"(+/- 1462 )"
People,"Sex and Age","45 to 54 years",90353,"(+/- 1825 )"
People,"Sex and Age","55 to 59 years",54103,"(+/- 2358 )"
People,"Sex and Age","60 to 64 years",48926,"(+/- 2096 )"
People,"Sex and Age","65 to 74 years",70471,"(+/- 1306 )"
People,"Sex and Age","75 to 84 years",36445,"(+/- 1196 )"
People,"Sex and Age","85 years and over",16555,"(+/- 1240 )"
People,"Sex and Age","Median age (years)",40.2,"(+/- 0.5 )"
People,"Sex and Age","18 years and over",560920,"(+/- 2792 )"
People,"Sex and Age","65 years and over",123471,"(+/- 1464 )"
People,Race,"Total population",703717,"(+/- 3717 )"
People,Race,"One race",687654,"(+/- 4066 )"
People,Race,White,636916,"(+/- 3986 )"
People,Race,"Black or African American",22094,"(+/- 1670 )"
People,Race,"American Indian and Alaska Native",3886,"(+/- 541 )"
People,Race,Asian,16962,"(+/- 1341 )"
People,Race,"Native Hawaiian and Other Pacific Islander",86,"(+/- 106 )"
People,Race,"Some other race",7710,"(+/- 1707 )"
People,Race,"Two or more races",16063,"(+/- 1914 )"
People,"Hispanic or Latino and Race","Total population",703717,"(+/- 3717 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",27758,"(+/- 710 )"
People,"Hispanic or Latino and Race",Mexican,4946,"(+/- 1629 )"
People,"Hispanic or Latino and Race","Puerto Rican",13038,"(+/- 1718 )"
People,"Hispanic or Latino and Race",Cuban,477,"(+/- 372 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",9297,"(+/- 1221 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",675959,"(+/- 3670 )"
People,"Place of Birth","Total population",703717,"(+/- 3717 )"
People,"Place of Birth",Native,671788,"(+/- 4794 )"
People,"Place of Birth","Born in United States",663593,"(+/- 4898 )"
People,"Place of Birth","State of residence",523861,"(+/- 6309 )"
People,"Place of Birth","Different state",139732,"(+/- 5851 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",8195,"(+/- 1419 )"
People,"Place of Birth","Foreign born",31929,"(+/- 2655 )"
People,Ancestry,"Total population",703717,"(+/- 3717 )"
People,Ancestry,American,39296,"(+/- 3380 )"
People,Ancestry,Arab,1849,"(+/- 690 )"
People,Ancestry,Czech,3221,"(+/- 978 )"
People,Ancestry,Danish,3017,"(+/- 722 )"
People,Ancestry,Dutch,23027,"(+/- 2315 )"
People,Ancestry,English,90898,"(+/- 4651 )"
People,Ancestry,"French (except Basque)",18940,"(+/- 2355 )"
People,Ancestry,"French Canadian",4586,"(+/- 1050 )"
People,Ancestry,German,141246,"(+/- 6633 )"
People,Ancestry,Greek,2532,"(+/- 786 )"
People,Ancestry,Hungarian,4050,"(+/- 1191 )"
People,Ancestry,Irish,119872,"(+/- 6191 )"
People,Ancestry,Italian,80128,"(+/- 6124 )"
People,Ancestry,Lithuanian,1077,"(+/- 446 )"
People,Ancestry,Norwegian,3095,"(+/- 757 )"
People,Ancestry,Polish,42684,"(+/- 3176 )"
People,Ancestry,Portuguese,1395,"(+/- 888 )"
People,Ancestry,Russian,4319,"(+/- 1212 )"
People,Ancestry,Scotch-Irish,7000,"(+/- 1536 )"
People,Ancestry,Scottish,15494,"(+/- 2060 )"
People,Ancestry,Slovak,1140,"(+/- 380 )"
People,Ancestry,"Subsaharan African",1608,"(+/- 677 )"
People,Ancestry,Swedish,21629,"(+/- 2718 )"
People,Ancestry,Swiss,4402,"(+/- 1565 )"
People,Ancestry,Ukrainian,4569,"(+/- 1196 )"
People,Ancestry,Welsh,7110,"(+/- 1370 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",2157,"(+/- 707 )"
People,"Veteran Status","Civilian population 18 years and over",560813,"(+/- 2806 )"
People,"Veteran Status","Civilian veterans",48451,"(+/- 2315 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",689485,"(+/- 4525 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",99311,"(+/- 3983 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",142046,"(+/- 1905 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",8242,"(+/- 1153 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",428645,"(+/- 3423 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",50609,"(+/- 3453 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",118794,"(+/- 1579 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",40460,"(+/- 1799 )"
People,"Residence 1 Year Ago","Population 1 year and over",696684,"(+/- 3714 )"
People,"Residence 1 Year Ago","Same house",595419,"(+/- 6252 )"
People,"Residence 1 Year Ago","Different house in the U.S.",96679,"(+/- 6159 )"
People,"Residence 1 Year Ago","Same county",56353,"(+/- 5138 )"
People,"Residence 1 Year Ago","Different county",40326,"(+/- 3749 )"
People,"Residence 1 Year Ago","Same state",25299,"(+/- 2743 )"
People,"Residence 1 Year Ago","Different state",15027,"(+/- 2523 )"
People,"Residence 1 Year Ago",Abroad,4586,"(+/- 1347 )"
Workers,"Employment Status","Population 16 years and over",577533,"(+/- 2938 )"
Workers,"Employment Status","In labor force",331575,"(+/- 4954 )"
Workers,"Employment Status","Civilian labor force",331468,"(+/- 4979 )"
Workers,"Employment Status",Employed,311737,"(+/- 5217 )"
Workers,"Employment Status",Unemployed,19731,"(+/- 2078 )"
Workers,"Employment Status","Armed Forces",107,"(+/- 78 )"
Workers,"Employment Status","Not in labor force",245958,"(+/- 4787 )"
Workers,"Employment Status","Civilian labor force",331468,"(+/- 4979 )"
Workers,"Employment Status","Unemployment Rate",6.0,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",304511,"(+/- 5086 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",232774,"(+/- 4793 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",30285,"(+/- 2518 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",4871,"(+/- 1206 )"
Workers,"Commuting to Work",Walked,19751,"(+/- 2170 )"
Workers,"Commuting to Work","Other means",4835,"(+/- 1022 )"
Workers,"Commuting to Work","Worked at home",11995,"(+/- 1306 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",20.3,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",311737,"(+/- 5217 )"
Workers,Occupation,"Management, business, science, and arts occupations",114876,"(+/- 4501 )"
Workers,Occupation,"Service occupations",58533,"(+/- 3135 )"
Workers,Occupation,"Sales and office occupations",66999,"(+/- 3520 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",28930,"(+/- 2205 )"
Workers,Occupation,"Production, transportation, and material moving occupations",42399,"(+/- 2689 )"
Workers,Industry,"Civilian employed population 16 years and over",311737,"(+/- 5217 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",8322,"(+/- 1243 )"
Workers,Industry,Construction,18700,"(+/- 1707 )"
Workers,Industry,Manufacturing,41370,"(+/- 2870 )"
Workers,Industry,"Wholesale trade",5496,"(+/- 878 )"
Workers,Industry,"Retail trade",34683,"(+/- 2429 )"
Workers,Industry,"Transportation and warehousing, and utilities",10441,"(+/- 1196 )"
Workers,Industry,Information,3656,"(+/- 785 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",10444,"(+/- 1234 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22672,"(+/- 1948 )"
Workers,Industry,"Educational services, and health care and social assistance",96843,"(+/- 4038 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",30320,"(+/- 2626 )"
Workers,Industry,"Other services, except public administration",14930,"(+/- 1659 )"
Workers,Industry,"Public administration",13860,"(+/- 1386 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",311737,"(+/- 5217 )"
Workers,"Class of Worker","Private wage and salary workers",237745,"(+/- 4739 )"
Workers,"Class of Worker","Government workers",51313,"(+/- 3221 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22001,"(+/- 2208 )"
Workers,"Class of Worker","Unpaid family workers",678,"(+/- 355 )"
Housing,"Housing Occupancy","Total housing units",338917,"(+/- 1873 )"
Housing,"Housing Occupancy","Occupied housing units",272324,"(+/- 3524 )"
Housing,"Housing Occupancy","Vacant housing units",66593,"(+/- 3040 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.1,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.7,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",272324,"(+/- 3524 )"
Housing,"Housing Tenure",Owner-occupied,186425,"(+/- 3811 )"
Housing,"Housing Tenure",Renter-occupied,85899,"(+/- 3318 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.54,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.18,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",272324,"(+/- 3524 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",42942,"(+/- 3027 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",64280,"(+/- 2664 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",66702,"(+/- 2908 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",41365,"(+/- 2345 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",25262,"(+/- 1814 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",31773,"(+/- 1869 )"
Housing,Value,"Owner-occupied units",186425,"(+/- 3811 )"
Housing,Value,"Less than $50,000",24865,"(+/- 2169 )"
Housing,Value,"$50,000 to $99,999",65104,"(+/- 2836 )"
Housing,Value,"$100,000 to $149,999",36369,"(+/- 2343 )"
Housing,Value,"$150,000 to $199,999",26407,"(+/- 1934 )"
Housing,Value,"$200,000 to $299,999",20141,"(+/- 1632 )"
Housing,Value,"$300,000 to $499,999",9078,"(+/- 1183 )"
Housing,Value,"$500,000 to $999,999",3812,"(+/- 697 )"
Housing,Value,"$1,000,000 or more",649,"(+/- 297 )"
Housing,Value,"Median (dollars)",103800,"(+/- 3417 )"
Housing,"Mortgage Status","Owner-occupied units",186425,"(+/- 3811 )"
Housing,"Mortgage Status","Housing units with a mortgage",97734,"(+/- 3006 )"
Housing,"Mortgage Status","Housing units without a mortgage",88691,"(+/- 2689 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",97734,"(+/- 3006 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3025,"(+/- 649 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",38251,"(+/- 2247 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",32096,"(+/- 2010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",14424,"(+/- 1388 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4753,"(+/- 800 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2559,"(+/- 580 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2626,"(+/- 630 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1102,"(+/- 23 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",88691,"(+/- 2689 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",10132,"(+/- 1340 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",23040,"(+/- 1653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",30495,"(+/- 1797 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13935,"(+/- 1243 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6300,"(+/- 1072 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4789,"(+/- 775 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",469,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",80314,"(+/- 3209 )"
Housing,"Gross Rent","Less than $500",15486,"(+/- 1520 )"
Housing,"Gross Rent","$500 to $999",48034,"(+/- 2884 )"
Housing,"Gross Rent","$1,000 to $1,499",13113,"(+/- 1784 )"
Housing,"Gross Rent","$1,500 to $1,999",2570,"(+/- 635 )"
Housing,"Gross Rent","$2,000 to $2,499",787,"(+/- 366 )"
Housing,"Gross Rent","$2,500 to $2,999",159,"(+/- 173 )"
Housing,"Gross Rent","$3,000 or more",165,"(+/- 219 )"
Housing,"Gross Rent","Median (dollars)",717,"(+/- 20 )"
Housing,"Gross Rent","No rent paid",5585,"(+/- 970 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",272324,"(+/- 3524 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",21028,"(+/- 1779 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",15445,"(+/- 1415 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",31981,"(+/- 1860 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",30917,"(+/- 2143 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",39386,"(+/- 2307 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",50562,"(+/- 2891 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",34263,"(+/- 2007 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",32424,"(+/- 1960 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",9087,"(+/- 1178 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",7231,"(+/- 970 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",48730,"(+/- 1628 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",63443,"(+/- 1444 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",689485,"(+/- 4525 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",648868,"(+/- 6024 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",471991,"(+/- 9260 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",284595,"(+/- 8307 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",40617,"(+/- 4505 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",142046,"(+/- 1905 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",11679,"(+/- 2383 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.0,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.3,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.4,"(+/- 5.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.3,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.7,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.3,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.6,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",41.6,"(+/- 11.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",22.3,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.7,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",25.3,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.5,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.9,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.5,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.3,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",179782,"(+/- 3601 )"
Education,"School Enrollment","Nursery school, preschool",8953,"(+/- 1012 )"
Education,"School Enrollment",Kindergarten,5778,"(+/- 962 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64305,"(+/- 2006 )"
Education,"School Enrollment","High school (grades 9-12)",35321,"(+/- 1971 )"
Education,"School Enrollment","College or graduate school",65425,"(+/- 2922 )"
Education,"Educational Attainment","Population 25 years and over",473139,"(+/- 2759 )"
Education,"Educational Attainment","Less than 9th grade",15772,"(+/- 1960 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",33676,"(+/- 2416 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",163887,"(+/- 5192 )"
Education,"Educational Attainment","Some college, no degree",80564,"(+/- 3640 )"
Education,"Educational Attainment","Associate's degree",55802,"(+/- 3113 )"
Education,"Educational Attainment","Bachelor's degree",63790,"(+/- 3445 )"
Education,"Educational Attainment","Graduate or professional degree",59648,"(+/- 3269 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.5,"(+/- 0.7 )"
